GeneSymbol	Mix1	Mix2	Mix3	Mix4	Mix5
RFPL3	610.516601791	549.8878881	259.502653908	644.225168094	356.523482263
RFPL3S	113.2050337772	108.4630480033	74.5814232029	115.3413641295	81.3840655604
RFTN1	2576.07725134	3193.74037169	3687.32884087	2212.625563556	2889.29034886
RFWD3	109.5903917295	112.6777172859	147.2507287877	94.4644678888	132.9082107308
RFX1	20.45775733481	22.85279268904	18.05142612094	16.72509533692	17.33722770394
RFX2	237.3865330866	238.6393140744	132.6028295076	301.2841476519	243.8555042294
RFX3	227.468858729	210.5970196524	143.9895667666	212.3869251654	141.5984062806
RFX5	1468.100804101	1315.473217883	934.353414545	1257.693199365	895.073213616
RFX7	138.9937463902	150.6658294455	157.4497399751	105.6919782065	98.3788433474
RFXANK	433.123156511	469.45700273800003	442.513032651	371.82825333	395.887655479
RFXAP	37.7363304656	51.6569517593	42.9380447371	31.769373554	34.3749709151
RGL1	694.494164196	878.685695808	916.994894226	780.493191272	1890.870794086
RGL2	1231.723458051	1216.987599365	854.400210638	1613.052412593	1340.809566837
RGN	100.6293326089	96.4129722354	47.2911131659	138.7251567571	101.3538854634
RGR	26.04942077	30.504663283	35.7450801655	26.2028623371	31.6679282316
RGS1	612.550943026	628.5858710465	437.2847813976	1134.2793591573	1217.2319482387
RGS10	1775.451861565	1967.435510604	1567.262497911	1583.783792783	1757.505636885
RGS11	15.8757335671	18.1034111594	17.1618775567	18.8650719337	21.795559214
RGS12	126.5018686373	138.8059516462	144.813041926	156.1750884406	196.5783135137
RGS13	69.85098004462	164.75868288928	95.23163574558	724.16290965428	622.80716776579
RGS14	272.4158217708	274.354000143	256.7441028133	355.7155557621	372.4401707177
RGS16	159.4073131733	187.5057630295	182.82923857790001	236.6252109503	224.513053896
RGS17	129.4413638626	138.7766443206	113.034845176	192.9214118044	158.5593797597
RGS19	1582.243982056	1451.205176901	1537.566303575	2418.898027556	2357.148169035
RGS2	4197.758088055	4079.768966486	3325.610722956	11773.029933438	11565.640312519
RGS20	61.658262776	70.0375862568	58.2708006607	65.2891256818	79.9271486557
RGS3	217.2230027331	182.2008355742	250.8934838769	181.2790587916	174.3983694486
RGS4	29.2635245859	28.652757501	23.5480993172	36.0449480657	30.6909200175
RGS5	58.599185868	56.1378681333	35.7372727832	73.5856066877	51.945572648
RGS6	14.4504194675	16.7777772436	14.7173547663	14.8394821248	16.4560834873
RGS7	179.7272053969	148.9505595501	57.60048256537	162.25850789436	58.02818744599
RGS9	80.0809162036	87.3671993813	118.8884265736	69.9775661212	72.6572208237
RGSL1	290.9002530401	259.8598181422	152.5780709179	303.3029660867	187.348854402
RHAG	150.5674933585	145.5036883292	96.0331286044	160.6133497826	126.3642060712
RHBDD3	169.8723278936	198.481603866	201.1119101726	151.5618555506	179.462043804
RHBDF1	71.3410897546	69.1462882731	68.714862906	89.8439487153	95.2803678079
RHBDF2	732.254621606	611.777328731	623.729305733	659.039744328	528.4754392734
RHBDL1	13.1625587653	15.28019516176	10.50382126113	12.19371185436	10.98293674764
RHBG	27.850248546	29.0224990144	23.9511246701	30.4095444374	28.7351055846
RHCE	29.4901817914	35.1779268489	26.8286365492	43.3174559529	47.3350660848
RHCG	140.1465652853	131.6787617122	120.2625503699	133.8739729138	125.9084694085
RHD	85.991461722	83.4447409445	96.497421526	99.0148265638	107.0549783683
RHEB	111.1594669303	155.83648380382	228.35519839366	276.59450647533	436.07537429414
RHO	45.9679336256	57.8004037502	59.8652881103	69.0983973073	86.1345539639
RHOA	10513.92229693	10060.98628925	10296.72448323	9965.84492358	9627.05523162
RHOB	1347.750706216	1416.127292032	707.459540759	1665.7658095	1083.287383295
RHOBTB1	22.53301141764	25.1418363223	38.86568109262	29.93617265655	65.98287068734
RHOBTB2	44.7925986444	48.6500746914	65.813633079	45.1098580103	63.7554194688
RHOBTB3	138.7179647722	160.1756301595	178.5585070831	195.1846217498	194.0165146488
RHOC	578.837898785	673.223515068	1289.620612483	416.32514208	811.023419741
RHOD	97.2924287615	111.102491905	80.0658817763	93.4141527292	88.6189920782
RHOF	1006.85674368	1137.250400975	1115.943663723	755.416249429	845.879141703
RHOG	2640.88856783	3144.38651828	3642.69203497	3989.37966731	5759.56373448
RHOH	2695.4069278437	2292.6726666501	1340.4312682925	1828.9029502188	765.5459744676
RHOQ	308.3573105459	357.2685411002	406.5371633872	422.3012814387	582.7360123839
RHOT1	703.464817436	705.757826985	795.13196669	771.253682123	830.430627964
RHOT2	745.305015608	747.826544717	534.646478781	609.255577389	478.133668433
RIBC2	11.87126085019	16.53580866727	12.38452292523	10.55211206906	10.17923628312
RIC3	171.5056079464	157.6003000046	91.7323245123	162.6015859517	103.3562741488
RIC8A	1036.104299074	994.747061435	1186.366992057	976.73312965	1134.63919833
RIC8B	228.4486899196	232.6699805568	253.303151016	133.3663804498	151.0112996216
RIF1	180.983577057	191.144126696	248.45533752	196.475184864	240.532865686
RIMBP2	106.5616571521	85.2174143076	42.3260502089	109.7149571759	62.9116318481
RIMS1	31.53356073336	35.1129957056	38.72773254145	31.59848115848	34.90872390123
RIMS2	141.224143916	129.9325589703	84.569092652	156.6426937354	119.3494749248
RIMS3	181.3314246446	170.0097316021	135.4094606053	192.101160521	166.3036245387
RIN1	163.8365390847	194.049499771	175.9590070305	203.7296000334	228.7511463071
RIN2	96.673213653	184.4323801984	386.1041718124	116.4669567376	469.4754571173
RIN3	603.6197534703	621.7317779492	823.6004651305	791.29306677500006	842.5574350957
RING1	864.557470671	956.598487828	767.61522402	772.995761051	730.013011868
RINT1	232.412281558	264.792596071	199.648903717	223.123198418	201.243232242
RIOK2	383.3076083108	384.397426862	430.04037786599997	294.2183471411	335.351700811
RIOK3	1200.234209476	1166.110444898	999.388449951	1274.802351758	1105.816318988
RIPK1	343.943964975	431.052531185	465.870110448	415.07396627	565.426078057
RIPK2	325.4339208576	361.4340698876	452.6823005148	511.514647841	649.6584935322
RIPK4	57.8914481294	62.1162589511	53.1621675102	75.6608331416	76.536828237
RIT1	278.11030214	374.336570369	532.634791357	569.683263852	910.572217975
RIT2	39.18370875045	46.98123546372	33.72244493971	34.39020733057	27.23795020429
RLBP1	269.8215315504	291.7360003016	108.2925035719	261.8677907934	137.8914183461
RLF	563.256285687	656.349539518	557.312636846	944.611031325	1001.534503636
RLN1	165.0778690853	135.7684004132	101.8128463658	154.7383983795	108.4208706421
RLN2	175.1250980621	166.4596122194	115.19524371280001	133.8333911193	87.3814104268
RMI1	403.881467848	411.585829183	427.523361486	511.994354723	554.505247513
RMND1	148.6662619375	170.1886584543	194.5528525961	110.6047746058	170.1363834368
RMND5A	189.3878082506	187.4838926263	231.0087014269	353.0740083826	404.5724906341
RMND5B	444.292185203	401.527725005	308.85393809	380.962167791	330.652041966
RNASE1	989.429233627	1209.122095579	2775.870889581	804.138146124	7107.747569607
RNASE2	248.8138619682	577.959976601	737.4191879062	1310.5082031692	1546.7028399656
RNASE3	178.8068336109	235.058605213	252.2016091708	356.3377683741	334.3105833756
RNASE4	152.9225312308	175.9914038668	128.3122674486	125.2490349602	107.5708150149
RNASE6	953.55469590674	1365.7375896372	1108.28598093927	1310.01391198649	2006.2912090174
RNASEH1	834.334729852	814.015963978	636.266302578	658.387762245	488.654281227
RNASEH2A	338.375531629	367.224715814	390.064796075	267.955407007	265.725817284
RNASEH2B	363.278800267	294.221642623	200.361984668	323.672238104	175.804858129
RNASEL	212.4953114999	223.3776961656	205.0778977115	313.674533065	320.1667443776
RNASET2	5281.308449866	5048.342173288	3069.852322336	7661.238647446	7093.957138302
RND1	93.0816143706	103.1021400935	62.3407621232	79.2824253396	67.3526976863
RND2	24.2947984888	31.3650019277	33.5628961074	26.7904870408	34.323074947
RND3	225.4548435818	206.069207477	154.1311534789	251.275063381	203.6197158575
RNF10	781.746265332	731.801089414	572.054902203	979.100951761	863.194049464
RNF103	838.423977029	1144.661976711	763.555123344	1773.12357065	1825.781274256
RNF11	1108.023646862	1139.113308339	1271.184874487	1476.485264336	1593.226263153
RNF111	663.50359343	681.973754484	751.704314592	869.054645582	1016.420525835
RNF113A	1043.045689489	1034.753301295	886.263503999	688.001214346	598.916415217
RNF114	975.048776042	1083.184386687	1034.725156293	954.138740496	1203.313665155
RNF115	764.61105675	836.756393168	857.839439141	656.257614063	726.388786889
RNF121	171.8024736253	194.321704815	169.0128739341	203.624406633	226.9142036114
RNF122	611.862707099	592.41490542	411.534890296	747.752979405	578.07264664
RNF123	629.643652123	559.899088902	372.514072904	679.516042507	506.960017049
RNF125	374.5887554851	279.4089898699	478.4117797638	194.083560244	227.5910799573
RNF126	462.355334776	429.601919717	425.6502338	292.916483714	267.187397707
RNF126P1	101.6740357862	104.6098231705	66.4617531487	74.3877096902	52.1797768721
RNF128	38.12024560792	37.91031579778	32.2944699259	39.4365533638	34.98976388898
RNF13	1585.121411083	1806.362320441	2263.566398038	2451.941475432	3885.123892722
RNF130	397.8073771779	787.8541111661	1710.2246807801	1851.3419299738	3404.6780055458
RNF138	2451.247210809	2322.205106873	2195.035702416	2295.43287272	2098.868545805
RNF139	1637.458995647	1343.184879738	1256.977298328	1470.028045585	1199.17759461
RNF14	312.352182983	324.366273096	437.331389754	307.401785441	400.653761486
RNF141	408.310471832	346.396093927	254.239808337	527.520519164	433.82372737
RNF144A	261.3460397627	313.0344847561	315.0411070831	521.106543014	529.4408501301
RNF146	344.465489229	394.698400407	378.225004271	379.698229157	443.51034709100003
RNF167	663.586184396	553.987799279	640.6975215	611.358790827	612.33007808
RNF17	136.6992141731	127.5895393739	86.9771714905	135.9569641375	98.9540007462
RNF170	210.305467746	223.7844396452	196.717966548	165.8520090083	177.4651527534
RNF186	130.4863230657	143.1874512378	122.0509313888	154.9790156978	144.4002767915
RNF187	1089.14870106	1150.599158333	1155.590478425	1062.280918795	1061.131997948
RNF19A	153.1153457553	206.4013722358	244.0547052404	88.3392297318	195.4874968846
RNF19B	452.809042928	698.94950476	960.797329958	871.280542784	1943.01176105
RNF2	83.6334436629	90.0466822273	118.1397924077	67.8342571186	89.4437157451
RNF208	131.7949546059	136.7159225423	102.8643199097	135.1514719878	118.9952288056
RNF216	352.873187973	361.954831203	284.388985964	341.516540106	344.199222785
RNF219	325.673641937	329.175351803	375.200202708	301.989832069	312.689491815
RNF220	750.985980681	741.831391315	688.973361555	521.249896031	489.692463314
RNF24	206.8737543641	340.1392973393	308.4595158967	796.1518604796	1099.952041698
RNF25	28.1550053454	36.3884150078	51.3893325323	27.8569266283	50.0581096217
RNF31	193.5689796076	219.581715612	216.22928407	177.6374567154	233.811788724
RNF32	32.75039460048	28.76702632692	18.9123698368	35.441662771	24.50756777812
RNF34	1330.307662202	1316.579825978	1475.805889058	1256.475832692	1336.563631642
RNF38	1687.785848577	1401.666957594	1214.057746594	1564.223213147	1183.8816716
RNF39	292.60471363	254.5295089706	162.8191425316	381.6062540829	291.8430690337
RNF4	1167.9890726804001	1225.837732261	1772.203425042	1004.5986859801	1375.338508981
RNF40	389.050561808	377.12660154	510.033466856	445.294057831	523.82993243400006
RNF41	105.705843759	120.8102560743	139.9779934703	120.0202437023	158.6730735295
RNF43	78.8233583586	70.817207885	66.1051593972	82.3242804359	68.8207268813
RNF44	2857.882691092	2654.405793994	2377.07285886	2754.097700206	2366.356307211
RNF6	373.123704344	384.487965768	376.859119181	365.367677336	368.524298088
RNF7	383.910892879	413.321917595	467.568128938	364.58894852	443.207369611
RNF8	163.1067191152	170.1097641114	202.8064028606	138.5795176794	181.120369726
RNFT1	199.4958089303	216.251762269	297.1190632949	203.6229683957	293.6239642226
RNFT2	18.35826599761	20.72965655364	12.50012277785	16.586612537	13.77194693469
RNGTT	512.86324428	447.321198764	331.492576106	414.827769	249.08229901
RNH1	997.993906421	1284.218443122	1902.881344808	1004.258947577	2256.401927082
RNLS	71.6873564131	82.5189218424	64.3436295255	63.4414995335	59.8981708998
RNMT	285.556001005	305.075520044	256.885318664	360.336337805	358.181404772
RNMTL1	491.647950875	506.326426776	399.503479269	394.499843607	334.13322627
RNPEP	924.091111304	1110.60658761	1472.624464666	1075.588349536	1779.86328435
RNPEPL1	477.238709362	450.378784079	464.965806726	508.04019125	522.471243427
RNPS1	1914.447114678	1960.436272926	1992.59166451	1769.987952616	1622.326108304
ROBO1	53.24542448144	61.3563237099	46.93078402259	59.78296682994	83.6578093696
ROBO3	40.00719683399	57.0995591918	20.98997228553	24.0297123706	17.26382395286
ROBO4	241.599327828	216.450998787	170.866171763	249.227188768	203.951624259
ROCK1	1716.712760859	1558.945435116	1452.857143985	1860.85010044	1612.556625791
ROCK2	529.4909385465	510.96953309	318.3346155755	532.728255277	348.2594868609
ROD1	474.004648417	437.585519413	485.507060729	539.312495283	530.980837431
ROGDI	358.294021148	414.010563341	408.939874306	425.97589551	475.308287662
ROM1	60.0899643136	77.2540757141	62.6463901224	63.8139252698	77.8269034762
ROR1	22.9008987122	24.074407283	23.9450123096	21.9800716927	23.5652808413
ROR2	28.2387751585	27.0214137772	38.7832967586	30.8570802099	61.5157448413
RORA	672.4100390149	685.1511462293	807.736173184	318.7020766969	273.0592883873
RORB	19.74935205195	26.31547803381	27.60802051014	16.21858299592	19.40779117435
RORC	214.2659451653	188.5497278253	165.9540086144	253.7330098685	231.6579674751
ROS1	120.7551718116	118.1597640692	94.2151039663	112.3587628646	85.8670268523
RP2	94.4286337738	153.1177956243	229.9592172833	315.7182856332	430.9476118982
RPA2	2717.640560517	2474.36625189	1967.810217041	2354.739906407	1664.136163157
RPA3	1275.470255377	1259.772809637	1078.234788683	823.686950176	669.250307972
RPA4	76.4266814361	77.2248579805	70.0612065951	81.3259469429	82.0137702715
RPAP1	326.836411558	300.2757919782	263.602325677	262.2415378352	222.6266340334
RPAP2	129.5733925489	175.4023220369	162.6504307112	61.1846954936	83.8828428492
RPAP3	426.562376262	432.432160509	395.389050413	398.197422051	440.32075497
RPE	183.097327676	206.0082126506	240.015075708	159.4866359846	229.7425874086
RPE65	38.08524507523	39.6189433543	23.99441505901	45.3676512918	33.36318645904
RPF1	2641.18799269	2480.47767129	2119.78099399	2133.955921716	1511.04426676
RPGR	138.5809447571	167.4194811007	159.3501131554	276.5509179731	307.4669965165
RPGRIP1	291.133082022	264.423608151	180.338536384	368.263928567	313.063151038
RPGRIP1L	53.4557663548	53.910314026	40.1775286304	46.0294982625	33.3238722988
RPH3AL	128.2783816426	123.4177068708	113.7107681475	152.0128122723	145.2298685896
RPIA	1061.737326311	919.775376417	929.764623282	867.621076896	648.565614519
RPL10	191.2206070257	213.584411044	168.5278343302	218.4306797782	207.41857483
RPL10L	210.7050509755	192.168843863	126.4267296959	114.6796652636	64.1311043504
RPL11	16800.52550504	14726.38515466	10618.74249184	11024.35115756	5675.82554747
RPL13	11401.28487898	9794.8782934	6578.09121605	7271.49566857	3366.46395034
RPL13A	37239.7004746	36546.034811	32983.8565537	31376.8489463	26783.8229085
RPL13P5	100.9693000246	109.1377723719	134.726639329	66.2431871154	94.403798746
RPL14	8649.34245027	8129.72696654	5526.55787265	6421.68128705	3950.74261573
RPL15	11513.42905865	10435.58180287	8865.39640236	8393.28032803	5786.31370853
RPL15P22	627.026498704	592.792944167	361.100606552	412.458365983	245.375999846
RPL21P68	149.417710913	140.0577980276	89.5555816194	111.5813098084	79.5880698338
RPL22	6544.93760882	5966.92530936	4358.62231513	4661.557866834	2826.60020632
RPL23	19269.0837025	18115.7105534	14474.91034193	15952.46483117	11218.33306385
RPL23AP32	161.9814163488	142.8569474718	101.9418442074	116.1998927864	68.3210580748
RPL28	1271.053235261	1240.997208507	793.387462973	1308.214478912	985.951140971
RPL3	18426.75245073	16435.54679643	10674.92364014	11436.50996913	5110.37219093
RPL30	28058.9209684	27053.5736008	23782.33899474	22294.18406695	17558.7012491
RPL31	1065.469166491	964.56336955	589.307004074	843.49227877	479.37574521
RPL35A	16483.01534979	15362.87089106	11601.53300133	11405.70201526	6954.75093645
RPL36	13481.241304269999	11197.3658846	8080.30584723	8676.30683735	4266.93297989
RPL37A	38584.6038363	38564.8499759	35289.2155274	32509.71190047	27748.166684
RPL38	23933.19739501	22116.94023854	18153.60129712	18242.61755662	12548.59522434
RPL39L	106.3722832973	100.55734141720001	110.8270903162	61.385597836	60.2196714067
RPL3L	6.26867693464	10.00674162244	6.24195456595	13.42650481938	15.83922719068
RPL3P7	1268.4376013613	1318.1567092238	533.0444233041	546.8202048556	218.1641929689
RPL4	20063.74437458	18936.97592546	15799.81240265	13393.52833363	10169.19641197
RPL5	21146.47060255	20541.24130884	18901.54676719	13492.71590034	9511.71430643
RPL8	20969.90781863	18975.25075364	15045.29361222	13833.21555675	7999.3530126
RPLP2	25487.04149579	21274.53518032	14923.57030141	17279.08893189	8183.12420328
RPLP2P1	134.9923310785	130.4773444869	93.6819028681	101.4382035735	75.1129994391
RPN1	1409.294969138	1688.568781923	1135.880386802	1202.626335652	1047.099223291
RPN2	5070.9972676	5763.58371857	4978.60662798	4121.707232023	3899.52999917
RPP14	490.863403756	526.219031438	460.141411696	460.543927323	486.929351172
RPP21	812.893688514	820.424146614	679.488348119	580.894063873	467.490731106
RPP25	141.3270250025	137.3314715423	154.0750459033	120.5398320047	158.0983737961
RPP30	1064.024357821	1068.39203658	742.326723967	875.913005596	684.430868012
RPP38	583.870544185	569.287332266	491.828892466	559.323517389	454.27275275
RPP40	371.681727361	387.007004551	267.736186201	309.594140981	217.830359892
RPRD1A	232.9183146014	261.4278305382	193.7574728562	215.5525534228	197.9088257334
RPRD2	705.0764587	635.230963729	522.3964521	493.746806061	381.677802531
RPRM	125.4982413699	135.8601309207	89.4845559247	134.0734844735	132.8431876842
RPS11	34790.9696372	33494.6572148	30608.5644052	28144.1588095	22566.9565578
RPS14	12822.51591982	11588.23485208	7880.48074555	8749.24969553	4545.53476504
RPS16	25801.3336922	24407.07343794	21159.04134757	17906.12535778	12851.71264233
RPS19	32909.171167	30985.45749766	29994.48765	23247.79748324	19513.61528062
RPS20	14762.97700209	13300.51128232	9768.03251577	9384.542184	5196.75329085
RPS21	14514.56785309	12777.083105	8343.19950119	9382.33274312	4394.0232228
RPS23	30509.0416327	28461.2915754	22673.4753041	22605.53932652	15876.2803035
RPS24	21035.87780784	19608.33853806	16274.4088049	17921.19723484	12993.57774326
RPS27L	3786.88668806	4557.84462583	4051.85029685	3526.642908515	4274.8593896
RPS28P6	2142.317961355	1888.689071911	977.65542508	1305.7468512003	601.275737699
RPS3	21166.10264708	19422.18346908	17734.42307311	16602.70232214	11833.13152759
RPS4Y1	8775.547515813	7941.0191575	4501.084458258	6745.215727284	2859.738838508
RPS6	23827.90538724	22489.73973772	21749.49279078	17221.34801113	12607.02104858
RPS6KA1	914.803635212	1073.196354151	1508.969029622	1084.107457478	1651.35109424
RPS6KA2	219.297952039	229.343588969	216.105321858	247.665134733	299.933771803
RPS6KA3	1137.849893607	1054.03990236	993.058534844	1162.264450034	1025.435513538
RPS6KA4	486.325361626	481.737343333	483.009884036	498.009016956	518.561474555
RPS6KA5	679.199719034	671.63008497	649.427264468	862.217769435	732.299533884
RPS6KA6	17.1183625142	17.6370156804	14.3031121397	19.1756195156	17.387066723
RPS6KB1	140.9924126134	140.3175304332	131.4034384526	117.8217855164	94.8368157
RPS6KB2	280.990695771	290.426285238	275.590543602	242.582199306	246.603317849
RPS6KC1	57.98210911567	117.83565881837	231.45236163216	89.37779242379	215.94777968468
RPUSD2	158.0059409696	155.3867213109	129.4701371586	118.5675599812	103.3755974382
RRAD	73.3587796971	95.0352440914	41.7720585237	72.1411255489	49.7028680099
RRAGA	1176.000579696	1287.833841306	1546.224465504	1290.693581678	1618.03276673
RRAGB	86.8869457778	94.1782526817	86.268396761	88.7211977184	110.1742913448
RRAGC	2134.599097408	2024.70809957	1557.971154234	2620.549029548	2569.13844139
RRAGD	226.8364389228	334.4056233506	528.7165205092	581.5998348723	1097.4291636953
RRAS	140.5834020372	160.5041835836	191.232557673	92.9554178066	176.3949264331
RRAS2	347.7692285409	303.1391625211	301.7296194759	260.2927402565	125.3103085324
RRBP1	219.5066315582	344.288066914	332.2952867082	207.267971863	290.2381904071
RREB1	21.78662609058	24.1410486719	19.94342166006	28.1608950399	30.07083766104
RRH	288.976582771	252.646928547	159.4954671799	302.6465907462	199.2141406923
RRM1	795.306880471	867.165901403	801.095315085	486.841783873	462.419877448
RRM2	1169.9852887648	1605.3452452886	822.6339054068	519.6382616564	303.076005809
RRN3	399.971652726	397.037696602	485.232320447	366.9420732642	370.05801287
RRNAD1	200.944906082	251.564519549	254.505459356	196.4458214149	267.44631545
RRP1	159.9134351309	205.0115036375	190.1047365283	117.667141051	166.9103975728
RRP12	109.01048614336	185.0573462935	80.06624451252	227.0921774407	217.72487690828
RRP15	159.8041146512	165.2840793909	158.9771495869	142.5142688371	124.9298471613
RRP1B	792.855793654	727.978582201	679.760784236	599.644703567	547.117270829
RRP7A	201.7072480714	241.119382888	248.586146368	164.6240694228	239.737861606
RRP8	284.3434005382	312.092134521	371.998701186	275.4470034278	334.524307743
RRP9	78.88962432402	98.29211117	104.4687619861	49.95522184696	71.7523999775
RRS1	445.5349094094	442.393898084	541.8212967514	330.0385375938	349.12239754
RS1	35.78714318175	31.5204176285	29.60203475705	38.9080865848	35.01502205293
RSAD1	901.477929814	769.577294964	586.261239548	715.477630979	442.693574093
RSAD2	309.3619576198	571.741551421	769.0099840406	631.195972643	1437.9956423752
RSBN1	401.982556015	391.511560847	460.646280382	434.351478197	447.732160829
RSF1	201.167569042	210.033269505	258.481530453	201.364893277	209.615084193
RSG1	261.5904903831	260.308429764	146.8793195613	251.8217458271	166.8600715411
RSL1D1	455.025820947	419.9674702	356.537239075	316.2707440529	241.872558088
RSL24D1	4617.50472777	4802.73555075	3318.17042302	3412.70177547	2333.45338352
RSPH6A	153.5626320495	177.5456778483	103.6823308827	174.4192521395	142.8238729731
RSRC1	275.4648425146	311.75794842	288.0016928522	250.244112638	262.7332469638
RSRC2	2093.648641101	2106.5959362	1514.748945357	2098.44505207	1674.850493804
RSU1	761.736274381	861.413351694	1103.618024606	705.287756952	1091.823001193
RTCD1	926.647009892	1048.407459856	1119.369328047	737.948921775	907.225234127
RTDR1	13.63325603825	13.75664341433	11.48528891986	12.84081842929	13.37346191985
RTEL1	121.874606853	131.8919355572	113.11415637	130.1679945412	127.9194339782
RTF1	643.219887461	640.599106925	669.420650987	676.14140692	709.451672789
RTN1	67.36714813105	172.628170278	331.74810650895	95.0073545577	347.50173260541
RTN2	167.798944573	205.543085465	183.580228457	271.940262549	343.185618478
RTN3	1484.115761374	1809.075750264	2259.06625907	3355.190066439	4069.170540694
RTN4	3044.7645192	3350.92494023	4333.61074143	3636.32544576	4990.24636574
RTP4	172.8813579408	231.6438857232	431.2446293172	116.789220257	273.3771297078
RUFY1	1131.712800231	1064.238778766	1088.651260166	1247.907392129	1320.419002005
RUFY3	152.7532797657	155.9640511448	176.8781361152	148.0856015211	199.0788540547
RUNDC3A	218.93391016	217.696550773	131.0554303925	270.484356379	213.9503409585
RUNDC3B	19.2724022149	19.20541397487	33.01557376085	14.57846100591	17.39366503495
RUNX1	64.492392022	81.7059835714	83.3551672906	85.7373545172	113.6104348326
RUNX1T1	16.25465426252	17.41728863268	15.48946319803	19.07964731031	19.28649196148
RUNX2	99.0285494125	90.6194441624	56.1560585025	97.1402526354	62.5876820301
RUNX3	2138.346145218	2152.033618883	3565.691016547	1547.426424605	1860.244248896
RUSC1	1029.817090645	1004.412600809	700.242801481	1003.24131102	712.671346898
RUSC2	27.2816740804	48.0047508984	53.3698750547	75.0879919015	100.7815947481
RUVBL1	278.3718388385	291.0749699667	250.5149045039	149.1173913405	134.1758898448
RUVBL2	243.6169658841	264.6837006144	330.7919832873	169.6762116952	177.1782103765
RWDD1	1981.039996696	1821.054135638	1812.280785444	1278.714854568	1057.236920106
RWDD2A	167.0818920355	180.3781001772	102.7770212595	117.5657520725	90.094365885
RWDD2B	424.070897747	358.236459889	417.393236147	402.787262062	386.961827082
RWDD3	414.1963999284	309.2062234114	274.6312927052	329.212748403	215.9041744848
RXFP3	10.40773890552	11.2787557521	10.20125412381	10.16920297209	11.0230920338
RXRA	150.9480831255	241.25420866	368.9094705015	400.0486643415	598.1098695291
RXRB	295.272854456	287.391479557	293.26266416	282.568884017	277.20035012
RXRG	154.5663770126	154.255186139	123.0672034155	183.8992405752	170.7487795879
RYBP	1338.23717258	1632.18173802	1218.701528178	1662.375109192	1690.482147603
RYK	495.125644149	499.507157887	385.404693066	501.41176077	431.182378488
RYR1	155.1001292167	186.9296441567	185.3449243323	104.9112183299	147.6329445381
RYR2	25.0752987904	30.1606321571	16.7920623259	22.9300784109	17.8528062475
RYR3	143.3516242985	131.9370721882	87.3564892144	175.4240453446	127.6599066882
S100A1	156.4631039461	169.774590384	131.8104952929	153.6180720136	144.3580120446
S100A10	5237.20251903	4954.44461032	5848.02967112	4008.76566991	4931.46077652
S100A11	1162.0160678924	2428.386882922	4571.615581495	3442.1916951001	7172.16106812
S100A11P1	427.615319023	466.583317399	540.638263503	475.999839069	566.888357868
S100A12	350.4887750082	806.5105800052	1788.0000489752	1778.51087762	2346.4514650574
S100A13	96.7473924926	122.9958969033	109.6558136345	84.7144603534	99.8676941459
S100A14	227.1003568362	223.094810092	158.7318169666	248.6948821792	200.8296240562
S100A2	120.232378361	121.7573242074	125.3450114457	153.8787068115	161.5983050224
S100A3	94.9476322614	117.7058378409	90.3133323966	87.018116227	139.442158905
S100A4	4886.333037106	4409.92217106	7159.980922303	6169.486680663	6800.841531695
S100A5	15.46577548127	21.89584016175	13.34648191178	20.45363537334	20.1369199248
S100A6	3252.366344484	3653.25333394	4615.93731706	4108.865788211	5081.513235378
S100A8	1994.6114955871	4954.1568444545	13122.4504908087	12079.1973480108	15631.7877470929
S100A9	1072.9873398725	2822.7668654556	7508.4211629023	8019.1247281832	11223.0981381921
S100B	36.63235173122	45.32492885922	120.64295021294	36.61201752522	109.5498994731
S100G	11.09944349268	14.29166609831	10.81013363619	11.65952295822	11.44929675935
S100P	78.2559120827	363.8411903006	290.0257972081	4263.937523262	4992.2362618219
S100PBP	652.700356661	581.355465325	586.853300556	554.33456642	410.092466523
S1PR1	1689.371083399	1119.7623524556	1140.3660855374	1180.3851035558	796.6926035034
S1PR2	24.21502595922	28.81032927894	14.35424165602	21.89153593787	14.96113672128
S1PR4	631.2828342634	575.0721785105	603.8599773784	819.4101900651	817.4480393263
S1PR5	26.31797913308	54.00869603083	135.38308374434	9.98150419065	28.71086221736
SAA4	315.944603412	286.823269837	157.227995255	334.042029961	204.558190155
SAC3D1	125.50499234182	157.61753796663	146.55000594297	63.0883128177	84.90791310933
SACM1L	1085.844835891	1140.702667883	1871.299207044	1119.348438479	1395.104417859
SACS	295.6156450075	243.300903114	327.860117467	213.9952013117	190.104996891
SAE1	2649.98824222	2548.834543836	2072.66507511	1905.466590947	1529.582788652
SAFB	236.8946058182	279.667134388	240.855771242	210.8030367523	244.268787704
SAFB2	689.447390947	649.334728849	590.705391398	821.078111744	782.880481635
SAG	238.2262779841	244.717827597	155.3447320337	312.8142729105	251.8228127549
SAGE1	23.29291781015	22.85944031699	24.31180737479	31.36536917209	30.59046692234
SALL1	53.33744586494	46.09809686048	36.24275697311	56.58324213938	43.3464318807
SALL2	798.642953807	672.735779465	351.629829703	757.132803945	381.882262664
SAMD4A	41.9496894075	52.1811516588	66.5338255642	44.1603914427	80.6008729527
SAMD4B	21.51001307	25.6574596883	21.9436195416	23.811572903	25.6956380935
SAMD9	228.7439627765	305.425359847	381.550355185	340.8176646699	499.9919205535
SAMHD1	869.901810047	1056.50950337	1681.002253886	488.9599990765	1036.719058164
SAMM50	607.075758046	602.650574971	608.952878536	500.6557039303	463.139836634
